Min_hr,Max_hr,Mean_hr,Men_acc_sqrt,Min_acc_x,Max_acc_x,Mean_acc_x,Min_acc_y,Max_acc_y,Mean_acc_y,Min_acc_z,Max_acc_z,Mean_acc_z,Etiquetas binarias,Etiquetas multiclase,ID
65.0,65.0,65.0,1.0,0.26,0.34,0.28,0.8,0.91,0.88,-0.55,-0.33,-0.39,1.0,1.0,0.0
65.0,66.0,65.17,1.0,0.4,0.42,0.41,0.2,0.22,0.22,-0.89,-0.88,-0.89,1.0,1.0,22.0
56.0,59.0,58.43,1.0,-0.49,-0.49,-0.49,-0.71,-0.7,-0.7,0.51,0.51,0.51,1.0,1.0,11.0
46.0,50.0,48.2,1.0,-0.77,-0.39,-0.55,-0.03,0.62,0.0,-0.84,-0.41,-0.82,1.0,1.0,20.0
58.0,70.0,63.8,0.99,-0.55,-0.0,-0.21,0.18,1.1,0.67,-1.06,-0.13,-0.61,1.0,1.0,18.0
50.0,51.0,50.71,1.0,-0.0,0.0,-0.0,0.05,0.05,0.05,-1.0,-1.0,-1.0,1.0,1.0,3.0
75.0,80.0,76.33,0.99,-0.32,0.61,0.19,-0.55,0.57,-0.03,-1.17,-0.11,-0.94,1.0,1.0,22.0
46.0,47.0,46.4,1.0,-0.47,-0.39,-0.46,-0.19,-0.08,-0.17,-0.95,-0.86,-0.87,1.0,1.0,20.0
62.0,75.0,69.33,1.01,-0.4,0.11,0.06,-0.63,-0.14,-0.16,0.71,1.02,0.99,1.0,1.0,25.0
61.0,65.0,63.33,0.99,-0.21,-0.2,-0.21,-0.94,-0.94,-0.94,0.23,0.24,0.24,1.0,1.0,14.0
47.0,87.0,62.8,1.0,-0.24,-0.21,-0.23,-0.21,-0.17,-0.19,-0.97,-0.93,-0.95,1.0,1.0,5.0
54.0,61.0,57.17,0.99,-0.26,-0.26,-0.26,-0.96,-0.95,-0.96,0.03,0.04,0.04,1.0,1.0,6.0
75.0,78.0,76.33,1.0,-0.05,-0.04,-0.05,-0.99,-0.98,-0.98,0.15,0.17,0.16,1.0,1.0,12.0
59.0,65.0,61.33,1.0,0.13,0.14,0.14,0.65,0.66,0.66,-0.74,-0.73,-0.73,1.0,1.0,29.0
54.0,59.0,58.17,1.0,-0.4,-0.13,-0.38,-0.93,-0.17,-0.24,0.35,0.91,0.86,1.0,1.0,25.0
65.0,94.0,80.67,1.0,0.3,0.43,0.31,0.83,1.0,0.88,-0.43,-0.36,-0.38,1.0,1.0,0.0
58.0,61.0,59.0,0.99,-0.53,-0.5,-0.52,0.27,0.33,0.29,-0.8,-0.78,-0.79,1.0,1.0,29.0
67.0,68.0,67.83,1.0,0.1,0.11,0.11,0.27,0.27,0.27,-0.96,-0.95,-0.95,1.0,1.0,14.0
63.0,67.0,64.83,1.0,-0.6,-0.57,-0.57,-0.77,-0.72,-0.75,-0.35,-0.29,-0.31,1.0,1.0,21.0
63.0,69.0,65.33,1.0,-0.04,-0.03,-0.03,-0.97,-0.97,-0.97,0.2,0.22,0.21,1.0,1.0,14.0
67.0,73.0,71.33,0.99,-0.56,-0.55,-0.55,-0.03,-0.01,-0.02,-0.83,-0.82,-0.82,1.0,1.0,26.0
77.0,78.0,77.67,0.99,-0.17,-0.16,-0.17,-0.79,-0.78,-0.78,-0.6,-0.58,-0.59,1.0,1.0,30.0
73.0,79.0,76.67,1.0,-0.21,-0.15,-0.16,-1.0,-0.95,-0.98,0.02,0.1,0.06,1.0,1.0,12.0
46.0,47.0,46.83,1.0,-0.33,-0.31,-0.32,-0.12,-0.09,-0.1,-0.95,-0.93,-0.94,1.0,1.0,20.0
48.0,50.0,49.33,1.0,0.41,0.43,0.42,-0.03,-0.0,-0.02,-0.91,-0.89,-0.9,1.0,1.0,30.0
47.0,52.0,48.8,1.0,-0.39,-0.33,-0.36,-0.02,0.38,0.28,-0.93,-0.83,-0.89,1.0,1.0,20.0
66.0,84.0,73.5,1.0,-0.68,-0.68,-0.68,-0.72,-0.72,-0.72,-0.11,-0.1,-0.1,1.0,1.0,1.0
61.0,62.0,61.8,1.01,0.14,0.21,0.2,0.7,0.82,0.75,0.56,0.7,0.64,1.0,1.0,0.0
63.0,65.0,64.4,1.0,-0.47,-0.45,-0.46,-0.17,-0.16,-0.16,-0.88,-0.87,-0.88,1.0,1.0,22.0
64.0,68.0,66.2,1.0,-0.82,-0.81,-0.82,0.26,0.27,0.26,-0.51,-0.5,-0.51,1.0,1.0,21.0
47.0,49.0,48.0,1.0,-0.34,-0.32,-0.33,-0.15,-0.13,-0.13,-0.94,-0.92,-0.93,1.0,1.0,20.0
44.0,47.0,45.6,1.0,0.19,0.21,0.2,0.27,0.29,0.28,-0.94,-0.93,-0.94,1.0,1.0,5.0
83.0,83.0,83.0,0.99,-0.49,-0.48,-0.48,-0.17,-0.12,-0.14,-0.86,-0.84,-0.85,1.0,1.0,30.0
76.0,78.0,76.67,1.0,-0.37,-0.36,-0.37,-0.24,-0.24,-0.24,0.89,0.9,0.9,1.0,1.0,12.0
60.0,61.0,60.4,1.0,0.6,0.61,0.61,-0.34,-0.31,-0.32,-0.73,-0.72,-0.72,1.0,1.0,22.0
77.0,87.0,82.8,0.99,-0.79,0.23,0.02,-1.33,-0.38,-0.78,-0.86,0.57,0.11,1.0,1.0,30.0
56.0,59.0,57.67,0.99,0.05,0.06,0.05,0.13,0.14,0.14,-0.99,-0.98,-0.98,1.0,1.0,29.0
45.0,50.0,46.83,1.0,-0.54,-0.53,-0.53,0.48,0.49,0.49,-0.69,-0.68,-0.69,1.0,1.0,20.0
69.0,70.0,69.5,1.0,0.08,0.09,0.09,0.96,0.97,0.97,0.24,0.25,0.25,1.0,1.0,19.0
80.0,87.0,83.8,1.0,0.02,0.39,0.1,-0.64,0.26,-0.03,-1.19,-0.66,-0.98,1.0,1.0,25.0
47.0,77.0,58.17,1.0,-0.4,-0.38,-0.39,-0.45,-0.42,-0.44,-0.82,-0.8,-0.81,1.0,1.0,20.0
51.0,53.0,52.0,0.99,-0.46,-0.44,-0.45,0.52,0.56,0.54,-0.71,-0.7,-0.7,1.0,1.0,10.0
74.0,81.0,77.29,1.0,0.16,0.17,0.17,-0.26,-0.24,-0.24,-0.96,-0.95,-0.96,1.0,1.0,24.0
61.0,61.0,61.0,0.99,-0.5,-0.48,-0.49,0.01,0.04,0.02,-0.87,-0.85,-0.86,1.0,1.0,29.0
71.0,76.0,73.4,1.03,-1.03,0.93,-0.22,-0.66,3.62,0.3,-2.8,-0.07,-0.92,1.0,1.0,22.0
61.0,68.0,64.4,0.99,-0.27,-0.26,-0.26,-0.41,-0.41,-0.41,0.86,0.87,0.87,1.0,1.0,24.0
68.0,86.0,81.5,1.0,-0.1,0.29,-0.06,0.07,0.48,0.17,-1.1,-0.96,-0.98,1.0,1.0,5.0
53.0,55.0,54.2,0.99,-0.21,-0.2,-0.2,0.18,0.19,0.18,-0.96,-0.94,-0.95,1.0,1.0,0.0
45.0,50.0,47.17,1.0,-0.44,-0.42,-0.43,-0.17,-0.16,-0.16,-0.89,-0.88,-0.89,1.0,1.0,20.0
67.0,71.0,69.0,1.0,-0.07,-0.0,-0.02,0.11,0.57,0.28,-1.04,-0.85,-0.94,1.0,1.0,26.0
57.0,58.0,57.71,0.99,0.1,0.1,0.1,0.17,0.18,0.17,-0.98,-0.97,-0.97,1.0,1.0,18.0
66.0,70.0,67.8,0.99,-0.6,-0.59,-0.6,0.15,0.18,0.17,-0.78,-0.77,-0.78,1.0,1.0,27.0
58.0,62.0,59.8,1.0,0.56,0.57,0.56,0.05,0.08,0.06,-0.83,-0.82,-0.82,1.0,1.0,21.0
83.0,85.0,84.0,1.01,-0.46,1.25,0.17,-0.26,1.21,0.76,-1.1,1.03,0.14,1.0,1.0,0.0
52.0,62.0,59.2,1.0,0.74,0.75,0.75,0.13,0.15,0.13,-0.66,-0.64,-0.65,1.0,1.0,30.0
76.0,83.0,78.83,1.0,-0.04,-0.03,-0.03,0.24,0.26,0.25,-0.98,-0.96,-0.96,1.0,1.0,26.0
67.0,68.0,67.67,1.0,-0.95,-0.94,-0.95,0.05,0.06,0.05,-0.33,-0.32,-0.32,1.0,1.0,22.0
47.0,50.0,47.8,1.0,-0.43,-0.42,-0.42,-0.29,-0.28,-0.29,-0.86,-0.85,-0.86,1.0,1.0,20.0
60.0,83.0,73.6,1.0,-0.85,0.0,-0.2,-1.08,0.17,-0.9,-0.36,0.76,0.23,1.0,1.0,8.0
66.0,68.0,66.67,1.0,-0.09,-0.07,-0.07,-0.04,0.01,0.0,-1.0,-0.99,-0.99,1.0,1.0,26.0
50.0,52.0,51.2,1.0,0.0,0.01,0.0,0.05,0.05,0.05,-1.01,-1.0,-1.0,1.0,1.0,3.0
45.0,47.0,46.0,1.0,-0.31,-0.3,-0.3,-0.54,-0.52,-0.53,-0.8,-0.78,-0.79,1.0,1.0,20.0
47.0,65.0,58.2,1.0,-0.45,-0.44,-0.44,0.19,0.21,0.2,-0.88,-0.86,-0.87,1.0,1.0,20.0
83.0,90.0,86.0,1.0,-0.52,-0.18,-0.36,-0.34,0.29,-0.1,-1.16,-0.73,-0.92,1.0,1.0,4.0
53.0,58.0,54.83,0.99,-0.04,-0.04,-0.04,0.46,0.47,0.47,-0.88,-0.87,-0.87,1.0,1.0,0.0
60.0,66.0,63.83,1.0,-0.1,-0.02,-0.06,-0.27,-0.2,-0.25,-1.0,-0.95,-0.97,1.0,1.0,22.0
59.0,61.0,59.4,0.99,0.04,0.16,0.1,-0.25,0.47,-0.0,-1.04,-0.84,-0.96,1.0,1.0,0.0
46.0,57.0,51.0,1.0,-0.32,-0.31,-0.31,-0.06,-0.05,-0.05,-0.96,-0.93,-0.95,1.0,1.0,20.0
48.0,83.0,63.0,1.0,-0.43,0.27,-0.32,-0.56,0.69,0.31,-1.71,-0.68,-0.86,1.0,1.0,30.0
65.0,68.0,66.67,0.99,0.49,0.96,0.67,-0.27,0.89,0.18,-0.87,-0.06,-0.68,1.0,1.0,10.0
58.0,67.0,61.43,1.0,0.27,0.29,0.27,-0.13,-0.09,-0.11,-0.96,-0.95,-0.96,1.0,1.0,6.0
50.0,70.0,54.6,1.0,-0.38,-0.37,-0.38,-0.9,-0.89,-0.9,0.21,0.23,0.22,1.0,1.0,10.0
47.0,49.0,47.83,1.0,0.1,0.11,0.11,-0.58,-0.57,-0.58,0.81,0.82,0.81,1.0,1.0,20.0
52.0,53.0,52.8,1.0,0.27,0.28,0.28,-0.35,-0.32,-0.34,-0.91,-0.89,-0.9,1.0,1.0,3.0
49.0,58.0,52.57,0.99,-0.16,-0.15,-0.15,0.25,0.27,0.26,-0.95,-0.93,-0.94,1.0,1.0,0.0
75.0,87.0,80.17,1.01,-0.53,-0.02,-0.38,-0.64,1.4,-0.05,-1.09,-0.25,-0.88,1.0,1.0,4.0
64.0,77.0,69.0,1.0,0.05,0.22,0.13,-0.3,1.02,-0.14,-1.01,-0.31,-0.97,1.0,1.0,19.0
62.0,77.0,67.67,1.0,0.61,0.63,0.61,0.47,0.48,0.48,-0.63,-0.62,-0.63,1.0,1.0,10.0
61.0,65.0,62.67,1.0,0.16,0.16,0.16,-0.53,-0.52,-0.52,0.84,0.84,0.84,1.0,1.0,14.0
48.0,56.0,52.67,1.0,-0.09,-0.08,-0.08,0.08,0.09,0.09,-1.0,-0.99,-0.99,1.0,1.0,23.0
47.0,48.0,47.6,0.99,-0.3,-0.29,-0.3,0.21,0.22,0.21,-0.93,-0.92,-0.92,1.0,1.0,30.0
65.0,68.0,65.5,1.0,-0.95,-0.94,-0.94,0.03,0.05,0.04,-0.34,-0.33,-0.33,1.0,1.0,22.0
45.0,47.0,46.67,0.99,-0.24,-0.09,-0.2,-0.38,-0.2,-0.27,-1.05,-0.87,-0.93,1.0,1.0,30.0
51.0,57.0,53.17,1.0,0.03,0.04,0.04,-0.68,-0.67,-0.68,-0.74,-0.73,-0.73,1.0,1.0,23.0
54.0,59.0,56.2,1.0,0.43,0.44,0.43,0.64,0.65,0.64,-0.64,-0.62,-0.63,1.0,1.0,29.0
59.0,61.0,59.33,0.99,0.03,0.29,0.12,0.3,0.69,0.58,-1.01,-0.72,-0.78,1.0,1.0,29.0
69.0,70.0,69.17,1.0,0.08,0.09,0.08,0.95,0.97,0.96,0.24,0.27,0.26,1.0,1.0,19.0
68.0,97.0,83.83,1.0,-0.23,-0.21,-0.22,0.91,0.93,0.92,0.33,0.36,0.34,1.0,1.0,18.0
57.0,62.0,59.5,0.99,-0.51,-0.5,-0.5,0.09,0.12,0.1,-0.85,-0.84,-0.85,1.0,1.0,29.0
58.0,61.0,59.0,1.0,0.54,0.56,0.54,0.31,0.32,0.32,-0.78,-0.76,-0.77,1.0,1.0,10.0
55.0,59.0,56.33,0.99,-0.06,-0.05,-0.05,0.38,0.39,0.38,-0.92,-0.91,-0.91,1.0,1.0,0.0
69.0,70.0,69.8,1.0,0.08,0.1,0.09,0.95,0.97,0.96,0.24,0.29,0.25,1.0,1.0,19.0
67.0,71.0,68.5,1.0,0.6,0.61,0.61,0.52,0.53,0.52,-0.6,-0.59,-0.59,1.0,1.0,10.0
53.0,57.0,54.0,0.99,-0.22,-0.21,-0.21,0.37,0.38,0.38,-0.89,-0.88,-0.89,1.0,1.0,0.0
49.0,57.0,53.2,1.0,-0.0,0.01,0.0,0.21,0.22,0.21,-0.99,-0.97,-0.98,1.0,1.0,3.0
68.0,78.0,71.67,1.0,0.2,0.23,0.22,-0.36,-0.33,-0.36,-0.92,-0.9,-0.91,1.0,1.0,21.0
54.0,56.0,54.33,0.99,-0.05,-0.04,-0.04,0.39,0.4,0.4,-0.91,-0.9,-0.91,1.0,1.0,0.0
56.0,64.0,58.67,1.0,0.53,0.54,0.54,-0.31,-0.3,-0.31,-0.79,-0.78,-0.78,1.0,1.0,29.0
59.0,63.0,60.86,1.01,0.71,0.72,0.72,0.18,0.19,0.18,0.68,0.69,0.68,1.0,1.0,29.0
53.0,56.0,54.5,0.99,-0.12,-0.11,-0.12,0.59,0.6,0.59,-0.79,-0.78,-0.79,1.0,1.0,29.0
60.0,65.0,62.33,0.99,-0.58,-0.56,-0.57,-0.46,-0.44,-0.45,-0.69,-0.67,-0.68,1.0,2.0,17.0
59.0,68.0,64.83,0.99,-0.04,-0.03,-0.04,-0.41,-0.41,-0.41,0.9,0.91,0.91,1.0,2.0,1.0
55.0,57.0,55.8,1.0,0.26,0.26,0.26,-0.38,-0.37,-0.38,-0.89,-0.88,-0.89,1.0,2.0,6.0
53.0,56.0,54.17,1.0,-0.25,-0.24,-0.24,-0.19,-0.16,-0.17,0.94,0.96,0.95,1.0,2.0,6.0
54.0,55.0,54.33,1.0,-0.27,-0.27,-0.27,-0.09,-0.09,-0.09,0.95,0.96,0.96,1.0,2.0,6.0
52.0,57.0,53.5,1.0,-0.07,-0.06,-0.07,0.17,0.18,0.18,-0.98,-0.97,-0.98,1.0,2.0,23.0
68.0,71.0,69.33,1.0,-0.68,-0.29,-0.58,-1.09,-0.45,-0.67,-0.58,0.03,-0.45,1.0,2.0,21.0
51.0,54.0,52.83,1.0,0.41,0.43,0.42,-0.37,-0.35,-0.36,-0.85,-0.83,-0.84,1.0,2.0,3.0
54.0,56.0,55.4,1.0,-0.3,-0.29,-0.3,-0.19,-0.19,-0.19,-0.94,-0.93,-0.94,1.0,2.0,8.0
51.0,63.0,53.83,1.0,0.41,0.42,0.41,-0.02,-0.0,-0.01,-0.91,-0.9,-0.91,1.0,2.0,30.0
67.0,67.0,67.0,0.99,-0.21,-0.2,-0.2,-0.95,-0.94,-0.94,0.23,0.24,0.24,1.0,2.0,14.0
66.0,69.0,67.67,1.0,0.5,0.52,0.51,0.15,0.16,0.16,-0.85,-0.83,-0.84,1.0,2.0,10.0
71.0,79.0,75.17,1.0,0.16,0.17,0.17,-0.25,-0.24,-0.25,-0.96,-0.95,-0.95,1.0,2.0,24.0
75.0,78.0,76.71,1.0,-0.43,-0.36,-0.38,0.5,0.66,0.62,-0.73,-0.65,-0.69,1.0,2.0,12.0
68.0,72.0,70.83,1.0,-0.46,-0.44,-0.45,-0.16,-0.12,-0.13,-0.89,-0.88,-0.89,1.0,2.0,4.0
65.0,66.0,65.33,1.0,0.53,0.54,0.53,0.1,0.11,0.1,-0.84,-0.83,-0.84,1.0,2.0,10.0
55.0,58.0,56.17,0.99,0.51,0.52,0.52,-0.81,-0.81,-0.81,0.25,0.26,0.25,1.0,2.0,6.0
70.0,76.0,72.17,1.0,-0.35,-0.32,-0.34,0.37,0.49,0.41,-0.91,-0.77,-0.85,1.0,2.0,4.0
46.0,49.0,47.8,1.0,-0.28,-0.26,-0.27,-0.84,-0.83,-0.83,0.47,0.48,0.48,1.0,2.0,5.0
58.0,59.0,58.5,1.0,-0.3,-0.28,-0.29,-0.79,-0.78,-0.78,0.54,0.55,0.55,1.0,2.0,10.0
57.0,59.0,57.8,1.01,0.2,0.21,0.21,-0.25,-0.24,-0.25,0.95,0.96,0.95,1.0,2.0,25.0
76.0,79.0,77.33,1.0,-0.43,-0.42,-0.42,-0.03,-0.02,-0.02,-0.91,-0.9,-0.91,1.0,2.0,4.0
54.0,55.0,54.5,1.0,-0.34,-0.33,-0.33,-0.15,-0.13,-0.14,-0.94,-0.92,-0.93,1.0,2.0,23.0
54.0,57.0,56.2,1.0,-0.1,-0.09,-0.09,0.17,0.18,0.18,-0.98,-0.97,-0.97,1.0,2.0,11.0
69.0,70.0,69.33,1.0,-0.36,-0.35,-0.36,0.82,0.82,0.82,-0.45,-0.44,-0.45,1.0,2.0,21.0
47.0,47.0,47.0,1.0,-0.15,-0.14,-0.15,-0.75,-0.73,-0.74,0.66,0.66,0.66,1.0,2.0,5.0
53.0,68.0,63.83,0.99,-0.44,-0.37,-0.43,-0.56,-0.46,-0.53,-0.8,-0.7,-0.72,1.0,2.0,25.0
56.0,59.0,56.83,0.99,0.49,0.5,0.5,-0.83,-0.81,-0.82,0.24,0.27,0.26,1.0,2.0,6.0
56.0,57.0,56.5,1.0,0.27,0.27,0.27,0.85,0.86,0.86,-0.44,-0.43,-0.44,1.0,2.0,0.0
63.0,66.0,65.0,0.99,-0.34,-0.32,-0.33,0.14,0.22,0.21,-0.92,-0.89,-0.92,1.0,2.0,19.0
46.0,48.0,47.0,1.0,-0.19,-0.18,-0.19,-0.71,-0.7,-0.7,0.68,0.69,0.68,1.0,2.0,5.0
49.0,49.0,49.0,1.0,-0.29,-0.27,-0.28,0.17,0.18,0.17,-0.95,-0.94,-0.94,1.0,2.0,20.0
49.0,50.0,49.86,1.0,-0.13,-0.12,-0.13,-0.71,-0.7,-0.71,-0.7,-0.69,-0.69,1.0,2.0,8.0
52.0,53.0,52.8,1.0,-0.25,-0.24,-0.25,-0.56,-0.54,-0.55,-0.8,-0.79,-0.8,1.0,2.0,8.0
46.0,46.0,46.0,1.0,-0.24,-0.22,-0.23,0.13,0.14,0.14,-0.97,-0.96,-0.96,1.0,2.0,20.0
54.0,55.0,54.8,0.99,-0.33,-0.32,-0.33,0.29,0.31,0.3,-0.89,-0.88,-0.89,1.0,2.0,11.0
54.0,59.0,55.33,0.99,-0.31,-0.31,-0.31,-0.94,-0.94,-0.94,0.08,0.09,0.09,1.0,2.0,6.0
67.0,71.0,68.83,0.99,-0.36,-0.35,-0.36,0.54,0.55,0.54,-0.76,-0.75,-0.75,1.0,2.0,26.0
62.0,66.0,63.83,1.0,-0.87,-0.85,-0.86,-0.43,-0.41,-0.42,-0.3,-0.28,-0.29,1.0,2.0,22.0
62.0,68.0,66.0,1.0,-0.28,-0.27,-0.28,-0.23,-0.22,-0.22,-0.94,-0.93,-0.94,1.0,2.0,1.0
46.0,46.0,46.0,1.0,-0.28,-0.26,-0.27,-0.85,-0.83,-0.84,0.46,0.47,0.47,1.0,2.0,5.0
51.0,59.0,55.0,0.99,0.08,0.09,0.09,0.32,0.33,0.32,-0.94,-0.93,-0.93,1.0,2.0,0.0
57.0,66.0,59.83,1.0,-0.14,-0.13,-0.13,0.44,0.45,0.44,-0.89,-0.88,-0.88,1.0,2.0,17.0
46.0,47.0,46.5,1.0,-0.07,-0.05,-0.06,0.18,0.2,0.19,-0.98,-0.97,-0.98,1.0,2.0,5.0
76.0,82.0,79.5,1.0,0.45,0.48,0.46,-0.14,-0.12,-0.13,-0.89,-0.87,-0.88,1.0,2.0,12.0
71.0,72.0,71.4,0.99,-0.01,0.0,-0.0,-0.38,-0.37,-0.37,-0.93,-0.92,-0.92,1.0,2.0,26.0
55.0,55.0,55.0,1.0,-0.26,-0.26,-0.26,0.3,0.3,0.3,-0.93,-0.92,-0.92,1.0,2.0,3.0
56.0,57.0,56.86,0.99,0.51,0.52,0.52,-0.81,-0.81,-0.81,0.25,0.25,0.25,1.0,2.0,6.0
69.0,71.0,69.67,1.0,0.13,0.14,0.14,0.27,0.29,0.28,-0.96,-0.94,-0.95,1.0,2.0,21.0
60.0,61.0,60.8,1.0,0.26,0.87,0.73,-0.61,0.98,0.04,-0.93,-0.0,-0.6,1.0,2.0,1.0
51.0,51.0,51.0,1.0,0.0,0.01,0.0,-0.99,-0.99,-0.99,-0.13,-0.13,-0.13,1.0,2.0,23.0
61.0,68.0,65.2,1.0,-0.35,-0.34,-0.34,0.1,0.11,0.1,0.93,0.93,0.93,1.0,2.0,24.0
50.0,51.0,50.33,1.0,0.07,0.07,0.07,0.03,0.03,0.03,-1.0,-1.0,-1.0,1.0,2.0,3.0
57.0,58.0,57.8,1.01,0.2,0.21,0.21,-0.24,-0.24,-0.24,0.95,0.96,0.96,1.0,2.0,25.0
58.0,58.0,58.0,1.0,-0.48,-0.47,-0.47,-0.57,-0.56,-0.56,-0.68,-0.67,-0.67,1.0,2.0,23.0
47.0,48.0,47.6,1.0,-0.2,-0.18,-0.19,-0.7,-0.68,-0.69,0.69,0.7,0.69,1.0,2.0,5.0
54.0,55.0,54.33,1.0,0.32,0.33,0.32,-0.0,0.0,-0.0,-0.95,-0.94,-0.95,1.0,2.0,3.0
57.0,60.0,59.0,0.99,0.14,0.15,0.14,0.15,0.17,0.16,-0.97,-0.97,-0.97,1.0,2.0,25.0
54.0,54.0,54.0,1.0,0.15,0.16,0.15,-0.82,-0.81,-0.82,0.55,0.55,0.55,1.0,2.0,8.0
63.0,64.0,63.2,0.99,0.04,0.04,0.04,0.35,0.36,0.35,-0.93,-0.92,-0.93,1.0,2.0,29.0
54.0,54.0,54.0,1.0,-0.13,-0.13,-0.13,-0.97,-0.97,-0.97,0.18,0.19,0.18,1.0,2.0,11.0
65.0,66.0,65.83,0.99,-0.29,-0.29,-0.29,-0.43,-0.42,-0.42,0.85,0.85,0.85,1.0,2.0,22.0
55.0,55.0,55.0,1.0,-0.49,-0.49,-0.49,-0.71,-0.7,-0.7,0.5,0.51,0.5,1.0,2.0,11.0
59.0,60.0,59.5,0.99,-0.51,-0.49,-0.5,-0.0,0.02,0.01,-0.86,-0.85,-0.86,1.0,2.0,29.0
46.0,47.0,46.8,1.0,-0.29,-0.27,-0.28,-0.59,-0.44,-0.47,-0.85,-0.81,-0.83,1.0,2.0,5.0
73.0,77.0,74.4,1.0,-0.42,-0.41,-0.41,-0.4,-0.39,-0.4,-0.83,-0.81,-0.82,1.0,2.0,24.0
83.0,87.0,85.33,1.0,0.42,0.43,0.42,-0.17,-0.16,-0.16,-0.9,-0.88,-0.89,1.0,2.0,14.0
60.0,66.0,62.6,0.99,-0.58,-0.57,-0.57,-0.46,-0.44,-0.45,-0.69,-0.67,-0.68,1.0,2.0,17.0
54.0,56.0,54.67,0.99,-0.32,-0.32,-0.32,-0.94,-0.93,-0.93,0.14,0.15,0.14,1.0,2.0,6.0
54.0,62.0,57.5,1.0,-0.29,-0.28,-0.29,0.6,0.61,0.61,-0.74,-0.73,-0.73,1.0,2.0,17.0
48.0,50.0,49.0,1.0,-0.28,-0.27,-0.28,0.15,0.16,0.16,-0.95,-0.94,-0.95,1.0,2.0,20.0
67.0,70.0,69.0,0.99,-0.4,-0.39,-0.4,0.02,0.04,0.03,-0.92,-0.9,-0.91,1.0,2.0,26.0
64.0,72.0,68.5,0.99,-0.34,-0.32,-0.33,0.18,0.21,0.19,-0.92,-0.91,-0.92,1.0,2.0,19.0
66.0,73.0,67.83,1.0,0.5,0.52,0.51,0.15,0.16,0.16,-0.85,-0.83,-0.84,1.0,2.0,10.0
54.0,54.0,54.0,1.0,-0.27,-0.27,-0.27,-0.09,-0.08,-0.09,0.95,0.96,0.96,1.0,2.0,6.0
63.0,64.0,63.5,0.99,-0.5,-0.49,-0.5,0.21,0.22,0.22,-0.83,-0.82,-0.83,1.0,2.0,18.0
53.0,55.0,54.17,1.0,0.41,0.42,0.41,-0.36,-0.35,-0.36,-0.85,-0.84,-0.84,1.0,2.0,3.0
77.0,79.0,77.4,1.0,-0.47,-0.47,-0.47,-0.05,-0.04,-0.04,-0.89,-0.88,-0.88,1.0,2.0,4.0
51.0,51.0,51.0,1.0,0.38,0.39,0.38,-0.22,-0.21,-0.22,-0.9,-0.9,-0.9,1.0,2.0,3.0
77.0,77.0,77.0,1.0,-0.48,-0.47,-0.47,-0.04,-0.02,-0.03,-0.89,-0.88,-0.88,1.0,2.0,4.0
52.0,54.0,53.4,1.0,-0.07,-0.06,-0.06,-0.51,-0.5,-0.5,-0.87,-0.86,-0.86,1.0,2.0,8.0
59.0,64.0,61.0,1.01,0.43,0.44,0.43,-0.46,-0.45,-0.45,0.78,0.79,0.79,1.0,2.0,25.0
56.0,56.0,56.0,0.99,-0.43,-0.42,-0.42,-0.38,-0.36,-0.37,-0.82,-0.81,-0.82,1.0,2.0,11.0
50.0,51.0,50.4,0.99,-0.3,-0.29,-0.3,0.21,0.22,0.21,-0.93,-0.92,-0.92,1.0,2.0,30.0
45.0,47.0,45.6,1.0,-0.14,-0.13,-0.14,-0.75,-0.73,-0.74,0.65,0.66,0.66,1.0,2.0,5.0
51.0,55.0,52.83,0.99,-0.02,-0.02,-0.02,-0.05,-0.05,-0.05,-0.99,-0.98,-0.99,1.0,2.0,0.0
52.0,52.0,52.0,1.0,0.1,0.11,0.1,0.2,0.21,0.2,-0.98,-0.97,-0.98,1.0,2.0,3.0
54.0,55.0,54.17,0.99,0.37,0.38,0.37,-0.82,-0.81,-0.82,0.42,0.43,0.43,1.0,2.0,6.0
57.0,59.0,58.17,1.01,0.2,0.2,0.2,-0.24,-0.23,-0.23,0.95,0.96,0.96,1.0,2.0,25.0
53.0,55.0,53.83,1.0,-0.27,-0.27,-0.27,0.32,0.33,0.33,-0.91,-0.9,-0.91,1.0,2.0,3.0
56.0,56.0,56.0,1.0,0.68,0.69,0.69,-0.5,-0.49,-0.49,-0.54,-0.53,-0.54,1.0,2.0,3.0
68.0,71.0,69.5,1.0,-0.61,-0.6,-0.61,-0.14,-0.13,-0.14,-0.79,-0.78,-0.79,1.0,2.0,12.0
70.0,72.0,71.0,1.0,0.44,0.45,0.45,-0.81,-0.8,-0.81,-0.38,-0.37,-0.38,1.0,2.0,1.0
53.0,57.0,56.0,1.01,0.22,0.22,0.22,0.76,0.76,0.76,0.62,0.64,0.63,1.0,2.0,0.0
58.0,59.0,58.33,1.0,0.38,0.4,0.39,-0.23,-0.21,-0.22,-0.9,-0.88,-0.89,1.0,2.0,25.0
68.0,70.0,69.0,1.0,-0.61,-0.6,-0.6,-0.14,-0.12,-0.13,-0.8,-0.78,-0.79,1.0,2.0,12.0
55.0,61.0,58.67,1.0,-0.3,-0.29,-0.29,0.61,0.64,0.63,-0.73,-0.71,-0.72,1.0,2.0,17.0
74.0,80.0,77.33,1.0,-0.05,-0.04,-0.05,-0.99,-0.98,-0.98,0.16,0.17,0.17,1.0,2.0,12.0
